,E104,E094,E098,E100,E085,E087,E097,E106,E065,E105,E066,E114,E116,E118,E119,E120,E122,E079,E123,E113,E003,E127,E027,E004,E006,E057,E056,E055,E007,E054,E058,E011,E053,E050,E012,E013,E016,E059,E024,E117,E070,E071,E038,E096,E109,E112,E095,E047,E084,E082,E062,E005,E061,E028,E037
E003,0.15211969879984297,0.13734934803598203,0.1408604387554171,0.09041948286411926,0.013668593706255908,0.11038211551020498,0.032138786132765225,0.25916411085556174,0.04666069380964029,0.5631473644445402,0.6338348961773388,0.40539532533082034,0.4745336950949515,0.3669704467032943,0.5581096474321372,0.5244722852111146,0.3093998621191278,0.5740918386300057,0.23452617251147365,0.5195810889701575,1.0,0.6532908894470746,0.4090656617837368,0.5195775753183648,0.7407830515788222,0.42705122767748593,0.46831350489940327,0.5935485122156527,0.8013875635268728,0.5893953877974701,0.5574445848980784,0.8236959309144518,0.6741218987672034,0.6771853101132416,0.6895599424718931,0.8758649174253804,0.8837664483495434,0.4485536073595575,0.3828494729667816,0.1748812827503403,0.37893352643205225,0.1472799113827644,0.4260767377962078,0.5891599364770855,0.5795406985232999,0.4833195481653257,0.2519718303523891,0.5241165875950851,0.4446465781554701,0.4960147056303954,0.39557791898801353,0.5771885285372128,0.4555159836747073,0.4297293539751826,0.37443149588528707
E127,0.17186084667087542,0.15199945342494078,0.1655750697903095,0.10197955007695894,0.013454420597898682,0.10513607117621139,0.028640599680586385,0.24427712429338183,0.03685964749393522,0.562577998846473,0.5869633039276897,0.4897839240780591,0.5258489202917032,0.5054415097782666,0.8234307290138796,0.6744832154998103,0.28795457390140344,0.5235740149062181,0.30220754222272106,0.5683622853597926,0.6532908894470746,1.0,0.48121374189626936,0.483658080267071,0.5574616731864211,0.4237011218038982,0.4785858541941425,0.6437768178549337,0.717507452283881,0.7244376134703776,0.5035605688233284,0.6844954569899859,0.635918660148417,0.6537221987707529,0.7896913270541726,0.6627341294803542,0.6598761131467352,0.4231320185032879,0.36165059671706584,0.2044062659309533,0.3613668254822652,0.15110927004760757,0.4353921076779685,0.6508638054675832,0.5556219691279658,0.4194290500808568,0.23437222063557767,0.49839579935877104,0.3826951000703548,0.4526073054249409,0.39039485186460365,0.6468202006065368,0.48677472078865697,0.4647305573363345,0.4075575036930546
E027,0.10103442362514599,0.09071742957140988,0.11248678931810636,0.05720859944107233,0.00819803708035066,0.06455280159656264,0.019527129685485277,0.15346193690644758,0.01991971695389915,0.37055377391200545,0.32977410566687,0.24088029387292867,0.32251922704561486,0.7881981664377058,0.43901267281787393,0.36933215800734953,0.15446777737426656,0.2768524872558134,0.7379913736834441,0.33380067215054027,0.4090656617837368,0.48121374189626936,1.0,0.3383430307476417,0.3128608228149758,0.772789128629138,0.7387817054976118,0.4307129494522879,0.39490555854835574,0.47854050503693407,0.3535298440587429,0.3882509581878773,0.36637667470026325,0.381032935160732,0.4347661766433686,0.3912924286681317,0.40115839866289804,0.27823658113500405,0.447381219787648,0.13007337169304725,0.2035885843130303,0.16899853129674983,0.2706374072556118,0.3551081695373046,0.4206551848000111,0.22496114607534637,0.1533502498160714,0.3207880633212325,0.24143838728955358,0.2694540927662008,0.19977842271604684,0.334072064941572,0.3174397559799966,0.29275002630435487,0.2434078156772972
E004,0.12245804393116051,0.11061597005018974,0.09417977148023518,0.07959071522343132,0.01902200504811841,0.08560444498256493,0.028740859015642717,0.1814732436654661,0.03643172739307035,0.3997551868491945,0.3775114109218505,0.22747960731056835,0.45067139028471254,0.2701231556316142,0.4383555280065182,0.37662420365800997,0.17677191793405586,0.3182315527289958,0.1799559808705265,0.3771175883861277,0.5195775753183648,0.483658080267071,0.3383430307476417,1.0,0.4328383382925768,0.3042199135377832,0.3413021478639389,0.4337671151374332,0.48601485006430356,0.42574765122409824,0.37962549392527994,0.48642902013369793,0.4133361561954038,0.42436282944869774,0.5577367236596574,0.48644931462563046,0.4976138738085891,0.30835883683137383,0.2910193337424095,0.1295267010532121,0.2678940620471884,0.12997731693163567,0.27916118310665844,0.41848736579373913,0.4229349391109905,0.36072281531914857,0.21666991250871967,0.3335475183179931,0.356880587712183,0.37952456697599124,0.33035388793367326,0.4930678604066968,0.33249054926942206,0.28992959830416215,0.24881780439792742
E006,0.13434418975213638,0.1240216885440257,0.12538156588629826,0.08631341486232406,0.012130642286534609,0.10635125578230538,0.03047689298704617,0.23585045505870236,0.04333933314197947,0.4779163957223102,0.5892356432457871,0.3699201382253484,0.45156551713455395,0.28782619653314967,0.47025686628895386,0.4549232057143009,0.2977078445102268,0.52565474802332,0.1891714540090198,0.4680007682911947,0.7407830515788222,0.5574616731864211,0.3128608228149758,0.4328383382925768,1.0,0.31802838545923456,0.33550562492494357,0.4973203080124971,0.7567012541168521,0.518427087485408,0.4445554022349073,0.8450266137655541,0.5768634555055536,0.5640922759340901,0.6456158348984958,0.7584069257267854,0.7318880415561193,0.3756449774271558,0.3132975011689192,0.17269565736201534,0.37526519988236245,0.11801174365199968,0.43393538543863697,0.6109755724389095,0.5298653651143862,0.4804317930208801,0.25545301083687777,0.5486792046891124,0.45142856418883226,0.4899693354024006,0.41122525387721703,0.5344729536013015,0.40953875424878716,0.4041683970481763,0.3962894563996918
E057,0.08891937180551739,0.0775651474797566,0.09027834360103329,0.04850704917770107,0.007073231267189841,0.062128460382213715,0.017586744237897065,0.1421466234505157,0.029409448022832074,0.3371851409440312,0.3028946954782014,0.2205126476102985,0.28029066755810045,0.87916566569652,0.38316360062894733,0.32239889823171103,0.14966984928289725,0.2651323430512022,0.8913738198103164,0.29012188358629615,0.42705122767748593,0.4237011218038982,0.772789128629138,0.3042199135377832,0.31802838545923456,1.0,0.9564220832058957,0.4261488821201207,0.3962773323191187,0.39616844023266734,0.3350555223201429,0.38832979496649855,0.3419487827105375,0.3551791136759785,0.3977990843251681,0.3982203332218851,0.4174724423294597,0.2553608288334868,0.44157326134269936,0.09817499778954668,0.19824627601600928,0.15685917859202894,0.23845570272067476,0.3035167914611872,0.41371567272309934,0.2337598060941122,0.14346521836040504,0.26061072195027624,0.21670099100244672,0.24624749011924474,0.18481091620718554,0.3249824608574142,0.2894419910685573,0.2585545117596324,0.21141803427559883
E056,0.10093060687874664,0.08287480096310225,0.09821341114689752,0.05249275507658609,0.008151413387480507,0.06748085771730736,0.020497215255542593,0.15425690818576343,0.03780449801978505,0.37788061490218394,0.35538911477182306,0.22522069818847823,0.25837785548900316,0.8681172600196713,0.441208378093319,0.38546393553606356,0.14165287516766087,0.31473144053621566,0.8133933531460337,0.2887524191427654,0.46831350489940327,0.4785858541941425,0.7387817054976118,0.3413021478639389,0.33550562492494357,0.9564220832058957,1.0,0.5419655295281369,0.43555018463478695,0.47586858925944336,0.4057911123111055,0.4113820443464704,0.39956900101206827,0.4181460305984078,0.4357509568340517,0.4224647748280154,0.4587640757553103,0.29504056192425426,0.48044867627464344,0.1052698456861588,0.21232140851154374,0.1588088859009717,0.2411499624625302,0.31922218523988694,0.43160440630189156,0.23568332682866383,0.1436238331775943,0.2481522539914922,0.20521081108738673,0.24207119311208955,0.17460086976749983,0.3547835660389874,0.31348297886563614,0.2690313875152543,0.20603283924490765
E055,0.14307613167142827,0.12239673483460123,0.17123540315064217,0.08331758723130558,0.014505323949807431,0.12961959308229964,0.03218652629358601,0.22560604993793298,0.0964295943876953,0.4902100490805838,0.45771033949830475,0.28662830487071406,0.31691900656215966,0.41579202765837436,0.5799200147780055,0.5943993072637088,0.21636700565519734,0.3701015838993845,0.2350919715271891,0.47950602812436877,0.5935485122156527,0.6437768178549337,0.4307129494522879,0.4337671151374332,0.4973203080124971,0.4261488821201207,0.5419655295281369,1.0,0.5482932532845703,0.8911409001356251,0.5260027419101996,0.5660434749691384,0.48140101456804213,0.5135759787873283,0.6374372267912606,0.5816454389931952,0.6002431221837295,0.3963940518698094,0.5473197440496781,0.18769414693123937,0.39263794130516017,0.1458419656480541,0.3120993688418679,0.5443385989492531,0.6045958719095283,0.5200770163104124,0.3437164396577176,0.364168075850249,0.44885309519563515,0.45688996710522,0.4861462233631299,0.6941103072410237,0.43909611080921485,0.33341593579918255,0.2736235001978915
E007,0.15423432765706857,0.13910629685601336,0.13640292106261143,0.09396457828390435,0.013200703651103695,0.09900007926125755,0.030416666864135734,0.24376776225053853,0.03845558084187959,0.5303209519811409,0.6956693744052506,0.4182868833677175,0.5026833655794825,0.3986229292019592,0.6271772847834697,0.5381111057670931,0.30828370450221126,0.6725419663200781,0.24270854742618475,0.5085304787243715,0.8013875635268728,0.717507452283881,0.39490555854835574,0.48601485006430356,0.7567012541168521,0.3962773323191187,0.43555018463478695,0.5482932532845703,1.0,0.5818940351277527,0.5077556643468337,0.8905291669387635,0.6962815845125849,0.7008494737039248,0.7722973147266514,0.8436749971629355,0.7969582123415023,0.4295179209768323,0.34675001998750216,0.1846200709089969,0.3797453657346072,0.1312414401430859,0.43414687746738007,0.6124030632257752,0.526802717700472,0.4158204197632589,0.21637599238826316,0.534616033492434,0.4107561364666256,0.4704975631325047,0.3370251952625444,0.5381881053958107,0.43726063070101645,0.43313380022725756,0.39673835946019637
E054,0.15725775093537503,0.14178263023874818,0.19458442534321538,0.09471029897192867,0.01306095433202846,0.1141320949205512,0.03098186291406105,0.23023280676427435,0.06309001989646737,0.4795755772314541,0.455946284955198,0.3655094356948096,0.4238545382071158,0.46719353929396273,0.674936554902958,0.6865038386757341,0.26658382962484894,0.37216081733560646,0.2680098914570201,0.5429966092969936,0.5893953877974701,0.7244376134703776,0.47854050503693407,0.42574765122409824,0.518427087485408,0.39616844023266734,0.47586858925944336,0.8911409001356251,0.5818940351277527,1.0,0.5046584678402389,0.6180055588822836,0.5077049795254897,0.5435860022801177,0.7265917909202284,0.6287467019229852,0.6259501105035685,0.3945776563097842,0.42559923387365584,0.23681493799387038,0.3582793752199412,0.13891701296810477,0.36748339741455777,0.6107286634717038,0.5234214471979773,0.46018246157119197,0.2967638430721451,0.474453321033683,0.42998240175485747,0.45208714755547197,0.4361795643076635,0.6504940370963737,0.4428917639134253,0.3807024784973208,0.3318563352664219
E058,0.12461746773752751,0.10782113101916824,0.1164165921484459,0.07569570810337284,0.011509533635603439,0.09032795196527134,0.026996413811513617,0.19840886979924327,0.03751113353580892,0.45889816425160684,0.45981824814585204,0.22443797661046558,0.256972367923748,0.3108802914467489,0.42545392305575935,0.46703032685083723,0.17241305672434856,0.38869984293716064,0.17818646929291557,0.36182514122703235,0.5574445848980784,0.5035605688233284,0.3535298440587429,0.37962549392527994,0.4445554022349073,0.3350555223201429,0.4057911123111055,0.5260027419101996,0.5077556643468337,0.5046584678402389,1.0,0.506468080079987,0.5321840453101946,0.5495547582392308,0.47184985974838567,0.5055000972380561,0.5700178044444896,0.850397374581185,0.28933057108824933,0.140554622739703,0.28263962587171365,0.12611490881282086,0.28411871379380177,0.44307907372685335,0.44545320652815223,0.3991791142624752,0.22823635665852401,0.3218328324010049,0.3564977351975896,0.37780463162085276,0.32215692594340894,0.4826569174660742,0.396417696707106,0.2984589408923338,0.23019387141732187
E011,0.16035980720059184,0.15169919210798455,0.16993246246401258,0.10269994351884383,0.01275618633844503,0.1050646207923033,0.03211731231734274,0.25853380128881076,0.03667236454477454,0.5320490242589252,0.649168381428025,0.46352579242002045,0.5789222905472384,0.38364062995665454,0.5955329546136727,0.539764066701626,0.36004334791365983,0.6094066763275459,0.23875149918637645,0.5459952261119851,0.8236959309144518,0.6844954569899859,0.3882509581878773,0.48642902013369793,0.8450266137655541,0.38832979496649855,0.4113820443464704,0.5660434749691384,0.8905291669387635,0.6180055588822836,0.506468080079987,1.0,0.6693802907519366,0.6646606118343497,0.7720442867007875,0.9183893654671016,0.8646658274967944,0.42102249246603823,0.3606608877224267,0.208044437778438,0.399078374555164,0.13411591783587845,0.49637983197283453,0.6678643474364274,0.5458516232263799,0.4634268562140377,0.2360490442370561,0.6336591676646464,0.466952593529333,0.5229305331023459,0.3856067377552956,0.5471515975676505,0.4686531014385108,0.47155987390359816,0.45456030644227713
E053,0.11975235434745785,0.10888329151630438,0.11156727895341292,0.07315246619214515,0.011710559718733356,0.08100481680648174,0.02735875492987102,0.2052393877635422,0.02287454318365988,0.4846136310417971,0.6843096774676298,0.3254525777811344,0.3266350770295813,0.3296746238247353,0.5320511808625334,0.49694674664491434,0.20192438114551972,0.6807798920026501,0.18952097023735048,0.374328786324153,0.6741218987672034,0.635918660148417,0.36637667470026325,0.4133361561954038,0.5768634555055536,0.3419487827105375,0.39956900101206827,0.48140101456804213,0.6962815845125849,0.5077049795254897,0.5321840453101946,0.6693802907519366,1.0,0.9710241382688147,0.5899923304925445,0.6256871866442026,0.6623718231743665,0.4448995582148115,0.3073765291263768,0.14010384919347826,0.3394431584146619,0.11801957444559805,0.3716493993056556,0.5481989712803118,0.44616916045887006,0.3472362458243491,0.15270327737223038,0.45011933305463936,0.3166002306656705,0.38296596840760605,0.2608359467286655,0.4468371386166696,0.4014601236921169,0.38055656106019375,0.31727329628001333
E050,0.12551343368169718,0.11257304314311284,0.1252967839662133,0.07575438777789023,0.011845707870103424,0.08164885734562476,0.026746621514311807,0.20414094745553785,0.024999609989132237,0.48142296832400433,0.6896106951751528,0.3312462695303545,0.3302692582003392,0.3612251443109218,0.5508097702369903,0.5133221908835387,0.20832241118320818,0.6868948606836229,0.2011691164053564,0.39514590821413975,0.6771853101132416,0.6537221987707529,0.381032935160732,0.42436282944869774,0.5640922759340901,0.3551791136759785,0.4181460305984078,0.5135759787873283,0.7008494737039248,0.5435860022801177,0.5495547582392308,0.6646606118343497,0.9710241382688147,1.0,0.5958549947599922,0.6351819609676217,0.6708990238176146,0.44765167015243695,0.31679969609799924,0.15178012689931766,0.349185589085269,0.12031057566220747,0.35081078702065144,0.526864344594703,0.44363512684131107,0.3450806569389466,0.16173572734760824,0.4291390084311017,0.3156616610915787,0.37843477983143187,0.26256156731122215,0.45694798652355817,0.4032427832709899,0.36730818968666756,0.29684993348906347
E012,0.17924439665910596,0.16453393788877946,0.14024409470600893,0.11491076886398943,0.02033414997117752,0.11489905229418097,0.035867434121906926,0.25438531604273723,0.044168969838018705,0.5380963001559058,0.5527315653649341,0.3933788492365205,0.5005140454430033,0.41527830572767727,0.69888270910466,0.5887374865081584,0.2986862611073664,0.4913706057019341,0.2618503457296465,0.5678822181967493,0.6895599424718931,0.7896913270541726,0.4347661766433686,0.5577367236596574,0.6456158348984958,0.3977990843251681,0.4357509568340517,0.6374372267912606,0.7722973147266514,0.7265917909202284,0.47184985974838567,0.7720442867007875,0.5899923304925445,0.5958549947599922,1.0,0.7587575980519295,0.684901376647973,0.4142318825798926,0.3563681908169167,0.19255488290767986,0.4024480212356913,0.15120547492333733,0.449666921396595,0.7102265732768226,0.5841657148306415,0.4861327043017168,0.2872867479545236,0.5594107897846796,0.4734971202163306,0.5205627472286246,0.447317328173441,0.7068903609830368,0.4829719026953549,0.4538880453373949,0.42449253276035326
E013,0.16638790926812905,0.15559535271180255,0.1797536861182782,0.10494113007384039,0.012383266988886763,0.10558175936306957,0.029549286985839182,0.25434518320810706,0.04320478738878937,0.5291568715005049,0.593449183078977,0.48478836108678025,0.5897761234435839,0.39943829222024235,0.575818331450672,0.530823148201363,0.377044667005021,0.5401195441154617,0.2487614934267534,0.5732199867886754,0.8758649174253804,0.6627341294803542,0.3912924286681317,0.48644931462563046,0.7584069257267854,0.3982203332218851,0.4224647748280154,0.5816454389931952,0.8436749971629355,0.6287467019229852,0.5055000972380561,0.9183893654671016,0.6256871866442026,0.6351819609676217,0.7587575980519295,1.0,0.890820390010822,0.4063029409639044,0.3636012972161281,0.21358203387282435,0.39786607651298367,0.13258949147187601,0.4324584711777027,0.5955184964094717,0.529837667907411,0.45563164995333694,0.23971113904929325,0.5783756258378424,0.4521172267207537,0.49866866629843026,0.38251737011774095,0.5460831258650418,0.43652156005060044,0.425256693232549,0.3919875633104996
E016,0.1581610515822173,0.14611136937089278,0.1628114274175187,0.09832272427928446,0.012852100226031142,0.09685807770678044,0.029887418662563208,0.24628002553013356,0.0387869283785693,0.53612987403549,0.6005884457315346,0.4388011997235123,0.5131301879675654,0.3960459307648339,0.5670817085448783,0.5414350351945086,0.33059313001768315,0.5444810085797778,0.24021114025187548,0.5194745130782289,0.8837664483495434,0.6598761131467352,0.40115839866289804,0.4976138738085891,0.7318880415561193,0.4174724423294597,0.4587640757553103,0.6002431221837295,0.7969582123415023,0.6259501105035685,0.5700178044444896,0.8646658274967944,0.6623718231743665,0.6708990238176146,0.684901376647973,0.890820390010822,1.0,0.4438740222672548,0.35054964456273313,0.20724161939898667,0.3559975511685815,0.13470180967400733,0.4175674979189561,0.5622909953768955,0.5011097798521047,0.4231881075826649,0.2134853109130367,0.5233514996534708,0.41888401115501395,0.4703317758575679,0.3363864846199275,0.5256137382005325,0.4415566874387877,0.41680688193533194,0.3668318265699871
E059,0.09695060945858545,0.08583645809341994,0.08122807124755743,0.06026643832020711,0.00927630980178402,0.07418453011505062,0.021483684680804836,0.16457921270562337,0.030655423670995195,0.3724270624350298,0.3818512190225776,0.17907922319835468,0.22640009472946174,0.2295126744791863,0.3473752150272318,0.36601234153441997,0.13842374116180525,0.3225344971614025,0.14206733995424195,0.3046948499784197,0.4485536073595575,0.4231320185032879,0.27823658113500405,0.30835883683137383,0.3756449774271558,0.2553608288334868,0.29504056192425426,0.3963940518698094,0.4295179209768323,0.3945776563097842,0.850397374581185,0.42102249246603823,0.4448995582148115,0.44765167015243695,0.4142318825798926,0.4063029409639044,0.4438740222672548,1.0,0.2384601864484063,0.11241057546232346,0.24047142826401102,0.09683819743772384,0.2578925243157012,0.4110494011192148,0.3759501277908779,0.32637913804458957,0.18297423937186055,0.29731963295522357,0.3027115264828216,0.3226215600045523,0.2744756087563338,0.40346108937912156,0.32684766542200694,0.264197317448519,0.2192561352406565
E024,0.11134465975284169,0.09892713450116174,0.15314722067743716,0.06978730491082373,0.01983271678212359,0.08543359601766028,0.026308889052901057,0.16016848859147398,0.08320319030818275,0.3526718783032446,0.29474341978216867,0.1866816660708019,0.2667337835671209,0.38796295873351244,0.3142777880300441,0.29309847872635064,0.1475136539320251,0.23513291074141773,0.30894083747708034,0.3107735798189605,0.3828494729667816,0.36165059671706584,0.447381219787648,0.2910193337424095,0.3132975011689192,0.44157326134269936,0.48044867627464344,0.5473197440496781,0.34675001998750216,0.42559923387365584,0.28933057108824933,0.3606608877224267,0.3073765291263768,0.31679969609799924,0.3563681908169167,0.3636012972161281,0.35054964456273313,0.2384601864484063,1.0,0.10160180584317216,0.2907460534623431,0.13180856505691463,0.29435578692808123,0.38463569117914076,0.5010218231007163,0.30116920044814893,0.19026438870097329,0.4087907712278065,0.3171265424865981,0.347700331372355,0.29114128467245676,0.39656287965177117,0.3645454922248966,0.3456256104624232,0.2640265156393643
E117,0.06044646505705804,0.05690557907612055,0.08046412029297567,0.03957380049520563,0.006876036581569844,0.041390487787636404,0.011898884524196338,0.08117406373987278,0.4693460034840936,0.1514140432036908,0.1323750045399352,0.1690162616684587,0.21470003620161537,0.14651136378526736,0.20329313864970008,0.2147113865776351,0.13217624259212185,0.10070554788755817,0.08648877826219246,0.21109658199583492,0.1748812827503403,0.2044062659309533,0.13007337169304725,0.1295267010532121,0.17269565736201534,0.09817499778954668,0.1052698456861588,0.18769414693123937,0.1846200709089969,0.23681493799387038,0.140554622739703,0.208044437778438,0.14010384919347826,0.15178012689931766,0.19255488290767986,0.21358203387282435,0.20724161939898667,0.11241057546232346,0.10160180584317216,1.0,0.13791601062405592,0.037103208298267534,0.12614836536209334,0.18467885662846223,0.1501558044881482,0.1481055640383576,0.08699089850904917,0.17814273009766515,0.20477437226813394,0.19533621916849053,0.1345103563486603,0.16646001646557654,0.13756946123957417,0.11722012214770106,0.1162665460184904
E070,0.1378870992889497,0.12151303404934782,0.1244444029134447,0.1001200125734127,0.01038086579479123,0.10267267738301644,0.023424955843159692,0.16918385688886137,0.1104327989110011,0.35570793335694123,0.3878581266216779,0.24108290551949577,0.26664139821338806,0.19452311726856178,0.2976093776206385,0.2875345181520276,0.17672721352236048,0.2963902934941397,0.13323189650409217,0.3708591747669445,0.37893352643205225,0.3613668254822652,0.2035885843130303,0.2678940620471884,0.37526519988236245,0.19824627601600928,0.21232140851154374,0.39263794130516017,0.3797453657346072,0.3582793752199412,0.28263962587171365,0.399078374555164,0.3394431584146619,0.349185589085269,0.4024480212356913,0.39786607651298367,0.3559975511685815,0.24047142826401102,0.2907460534623431,0.13791601062405592,1.0,0.09606321585329504,0.27160381643924403,0.4276657359583785,0.48139345842526915,0.4786185527049029,0.28707443147048833,0.29781232737188224,0.39080696928542913,0.3901955955466544,0.4407179812534973,0.46468613702293055,0.33853440113004846,0.2743915185508405,0.263907401129248
E071,0.09894710154233338,0.09212340819515112,0.07490853622461181,0.05408627557449669,0.0033463611367599505,0.037715136964074254,0.010364753380401286,0.07109180202030149,0.014168934956198543,0.1607661996243339,0.10646126385391842,0.07183833276082982,0.09795064201034814,0.13257804851541877,0.1452463751502482,0.1202275529414768,0.05031881703402877,0.08491164624840881,0.12101930460557155,0.10970824780263254,0.1472799113827644,0.15110927004760757,0.16899853129674983,0.12997731693163567,0.11801174365199968,0.15685917859202894,0.1588088859009717,0.1458419656480541,0.1312414401430859,0.13891701296810477,0.12611490881282086,0.13411591783587845,0.11801957444559805,0.12031057566220747,0.15120547492333733,0.13258949147187601,0.13470180967400733,0.09683819743772384,0.13180856505691463,0.037103208298267534,0.09606321585329504,1.0,0.12032014063889121,0.16003843412048463,0.21070086679202799,0.23844639040121435,0.0920523494832967,0.1224986888304803,0.11164536369541023,0.12727349101065627,0.1464297034318278,0.15039870559517557,0.2607787641195084,0.11215859793309921,0.10755126430688539
E038,0.11541498571438487,0.10769937954090301,0.1281357051312329,0.08017188740206886,0.010897302457343298,0.08530142898850607,0.03340090230364739,0.22256374519501224,0.03010181272631602,0.5084692932225289,0.3690470147100644,0.4345639061103068,0.4033041280535505,0.22432172237702822,0.37792027535515854,0.3305794198428104,0.20991472184116416,0.3162312191456701,0.1578473691521161,0.3187957178916756,0.4260767377962078,0.4353921076779685,0.2706374072556118,0.27916118310665844,0.43393538543863697,0.23845570272067476,0.2411499624625302,0.3120993688418679,0.43414687746738007,0.36748339741455777,0.28411871379380177,0.49637983197283453,0.3716493993056556,0.35081078702065144,0.449666921396595,0.4324584711777027,0.4175674979189561,0.2578925243157012,0.29435578692808123,0.12614836536209334,0.27160381643924403,0.12032014063889121,1.0,0.6199148658025689,0.600104103996563,0.4755674131165112,0.1888942439786145,0.6958526543969705,0.38191362202138046,0.42409707004741676,0.30937597487741375,0.36650020926128263,0.7719686970404681,0.9343674007602081,0.9792623024564332
E096,0.17866262808063463,0.16402763916512822,0.16764895443637456,0.12271624867974028,0.016733534368797414,0.13906269650496914,0.046188364015041644,0.29456037443186905,0.06827333002976087,0.5890050237940845,0.5291281220650287,0.3545413574126868,0.41742572095265845,0.2958450552543627,0.5249641396537846,0.5258129632228905,0.2566162366712753,0.4360677143465275,0.20411200813250976,0.49034728685542356,0.5891599364770855,0.6508638054675832,0.3551081695373046,0.41848736579373913,0.6109755724389095,0.3035167914611872,0.31922218523988694,0.5443385989492531,0.6124030632257752,0.6107286634717038,0.44307907372685335,0.6678643474364274,0.5481989712803118,0.526864344594703,0.7102265732768226,0.5955184964094717,0.5622909953768955,0.4110494011192148,0.38463569117914076,0.18467885662846223,0.4276657359583785,0.16003843412048463,0.6199148658025689,1.0,0.6994971679194689,0.6318343250493306,0.3457297829180474,0.7223776958817225,0.5789456528231479,0.6165003185364485,0.6011389514259976,0.679466815162629,0.5653597609605029,0.5838672094818342,0.5918903889926043
E109,0.14633333888304795,0.12480210571551871,0.15924248519534778,0.09745648168127148,0.014533850568444065,0.16485129313472432,0.0451858949113738,0.2823261086611252,0.10714923070697972,0.6321239930133381,0.46800498597883033,0.43883883203256835,0.34437170010519325,0.34207884128992655,0.432887109694519,0.4299492464427772,0.20434096102510552,0.3520088040500606,0.27573411186140595,0.5058762899960235,0.5795406985232999,0.5556219691279658,0.4206551848000111,0.4229349391109905,0.5298653651143862,0.41371567272309934,0.43160440630189156,0.6045958719095283,0.526802717700472,0.5234214471979773,0.44545320652815223,0.5458516232263799,0.44616916045887006,0.44363512684131107,0.5841657148306415,0.529837667907411,0.5011097798521047,0.3759501277908779,0.5010218231007163,0.1501558044881482,0.48139345842526915,0.21070086679202799,0.600104103996563,0.6994971679194689,1.0,0.8381993849261373,0.4781100642242472,0.5570277911444664,0.6198233941481701,0.6154878864802803,0.6974342359332224,0.7313595295968335,0.7101695826844616,0.6027698488406674,0.577124829934551
E112,0.12405709387817034,0.10832308348783788,0.10988275432492177,0.08668093232447455,0.012220534272267072,0.1694489172572231,0.038206422271055994,0.25533212459821086,0.09517074747367801,0.5434120732833896,0.43088457402992664,0.3624010481274892,0.2711321612194756,0.17631990836090086,0.2917290996904107,0.37680448367404934,0.1999048842592849,0.26992275849805913,0.14836605584835183,0.49989335294923004,0.4833195481653257,0.4194290500808568,0.22496114607534637,0.36072281531914857,0.4804317930208801,0.2337598060941122,0.23568332682866383,0.5200770163104124,0.4158204197632589,0.46018246157119197,0.3991791142624752,0.4634268562140377,0.3472362458243491,0.3450806569389466,0.4861327043017168,0.45563164995333694,0.4231881075826649,0.32637913804458957,0.30116920044814893,0.1481055640383576,0.4786185527049029,0.23844639040121435,0.4755674131165112,0.6318343250493306,0.8381993849261373,1.0,0.5369061035626657,0.4733970732259629,0.6678834322588151,0.6416039680725497,0.7933816527143923,0.7633012800521637,0.6582055738868078,0.45382313148967,0.4490872297925505
E095,0.07337249567351069,0.06255855337595807,0.0593207169649825,0.05073357549405748,0.007137835288315054,0.11146133063445167,0.021487265481464752,0.14486511765856794,0.070221859419667,0.3011746820858519,0.19274048556873583,0.11656254601891679,0.14815624214923823,0.10929954033168492,0.1569520522478557,0.20347483331952304,0.10083363390890544,0.12281235378125813,0.09439662868807829,0.3150280455590231,0.2519718303523891,0.23437222063557767,0.1533502498160714,0.21666991250871967,0.25545301083687777,0.14346521836040504,0.1436238331775943,0.3437164396577176,0.21637599238826316,0.2967638430721451,0.22823635665852401,0.2360490442370561,0.15270327737223038,0.16173572734760824,0.2872867479545236,0.23971113904929325,0.2134853109130367,0.18297423937186055,0.19026438870097329,0.08699089850904917,0.28707443147048833,0.0920523494832967,0.1888942439786145,0.3457297829180474,0.4781100642242472,0.5369061035626657,1.0,0.19448741491880367,0.40851394441095495,0.37230682397109194,0.513676419412327,0.492742591669695,0.29705152709215704,0.1836854321276915,0.1778527499897858
E047,0.14279600960333272,0.13857362316522137,0.1759206723289551,0.09472841411708793,0.01591622960413497,0.09506452055480359,0.03490436743895539,0.24961404097536458,0.03571820010970955,0.5105463057810337,0.42731673195431963,0.5424000587894591,0.5204104433642184,0.2745213575587165,0.43173377446597866,0.42338627309283433,0.30230320136667943,0.36214670677779837,0.19128175612175857,0.4376732241795571,0.5241165875950851,0.49839579935877104,0.3207880633212325,0.3335475183179931,0.5486792046891124,0.26061072195027624,0.2481522539914922,0.364168075850249,0.534616033492434,0.474453321033683,0.3218328324010049,0.6336591676646464,0.45011933305463936,0.4291390084311017,0.5594107897846796,0.5783756258378424,0.5233514996534708,0.29731963295522357,0.4087907712278065,0.17814273009766515,0.29781232737188224,0.1224986888304803,0.6958526543969705,0.7223776958817225,0.5570277911444664,0.4733970732259629,0.19448741491880367,1.0,0.4674881812012247,0.5176941165069802,0.3633071836250681,0.4096133100000506,0.6132814335566441,0.6672360255057531,0.670389668485372
